employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
35402,37,Male,10,Finance,8077,Fair,High,Average,1,Yes,82,Bachelor’s Degree,Single,2,Mid,Small,No,No,No,Good,High,0
9138,59,Female,34,Education,4143,Good,High,Low,0,No,48,Associate Degree,Single,3,Entry,Medium,No,Yes,No,Good,Low,0
72768,32,Male,5,Technology,8129,Good,Very High,Average,1,No,56,Associate Degree,Married,1,Entry,Medium,No,No,No,Poor,Low,0
5225,46,Male,23,Finance,5040,Excellent,Very High,Below Average,0,Yes,6,Master’s Degree,Married,0,Mid,Medium,No,No,No,Poor,High,1
33319,47,Male,8,Education,3597,Excellent,Very High,Low,0,No,23,Master’s Degree,Married,0,Entry,Small,No,No,No,Good,High,0
52030,57,Female,12,Education,3038,Fair,Low,Average,2,No,19,Associate Degree,Divorced,4,Mid,Small,No,No,No,Good,Medium,1
51654,55,Female,6,Healthcare,8153,Good,High,High,1,No,26,Associate Degree,Married,0,Entry,Large,No,No,No,Good,Low,1
12462,54,Male,35,Education,3811,Fair,High,Average,0,No,98,Associate Degree,Married,1,Mid,Medium,No,No,No,Good,High,1
59082,52,Male,24,Finance,6060,Fair,Low,Average,0,No,17,Master’s Degree,Married,0,Senior,Small,No,No,No,Fair,Low,1
52230,38,Female,16,Media,7175,Good,High,High,0,Yes,16,Master’s Degree,Divorced,1,Mid,Medium,No,No,No,Good,Medium,1
12590,52,Male,20,Technology,9379,Fair,Medium,High,0,No,64,Associate Degree,Married,2,Entry,Medium,No,No,No,Fair,High,0
70030,25,Male,5,Healthcare,8247,Good,High,High,0,No,18,Bachelor’s Degree,Divorced,2,Entry,Medium,Yes,Yes,No,Good,Low,1
37569,43,Male,23,Education,5260,Good,High,High,1,No,7,Bachelor’s Degree,Married,1,Senior,Small,No,No,No,Fair,Low,1
4950,59,Female,22,Technology,12006,Excellent,High,Low,0,No,57,Associate Degree,Married,2,Senior,Medium,No,No,No,Good,High,1
17983,28,Female,3,Healthcare,8863,Good,High,Average,0,No,32,Master’s Degree,Single,3,Mid,Medium,No,No,No,Good,Medium,1
72755,44,Male,18,Education,3284,Fair,Very High,Average,2,No,45,Bachelor’s Degree,Single,0,Mid,Medium,No,No,No,Poor,Low,0
21786,48,Female,14,Healthcare,9166,Fair,Low,Average,0,No,10,Bachelor’s Degree,Married,3,Entry,Medium,No,Yes,No,Good,Very High,0
41699,35,Male,5,Technology,12933,Good,High,Average,1,Yes,84,Associate Degree,Married,4,Senior,Large,No,No,Yes,Poor,Low,1
61642,43,Male,6,Media,6538,Fair,Very High,High,1,No,45,PhD,Divorced,3,Mid,Medium,No,No,No,Excellent,Low,1
38849,19,Male,1,Finance,9123,Fair,Very High,Average,0,No,12,PhD,Single,4,Entry,Large,Yes,No,No,Excellent,Low,1
64120,33,Male,8,Healthcare,7023,Poor,High,Average,2,Yes,32,Bachelor’s Degree,Married,6,Mid,Medium,No,No,No,Good,Medium,0
22748,53,Male,7,Technology,7418,Fair,Very High,Average,1,No,65,Associate Degree,Single,0,Mid,Small,Yes,No,Yes,Good,Low,0
7572,58,Female,25,Media,5632,Poor,Medium,Average,0,Yes,82,High School,Married,5,Entry,Medium,No,No,No,Good,High,0
4225,45,Male,16,Education,5790,Poor,High,High,1,No,83,Associate Degree,Single,1,Mid,Medium,No,No,Yes,Good,Low,0
18804,56,Female,33,Technology,6799,Fair,High,Below Average,0,No,73,Associate Degree,Married,0,Senior,Medium,No,No,No,Fair,Low,0
67694,31,Male,8,Education,4834,Poor,Very High,High,2,No,48,Bachelor’s Degree,Married,3,Entry,Small,No,No,No,Good,High,0
67975,25,Male,1,Education,2919,Good,High,Average,0,No,96,Master’s Degree,Single,5,Mid,Small,No,No,No,Good,Medium,1
70423,29,Male,11,Education,3648,Good,High,Average,1,Yes,11,Bachelor’s Degree,Married,0,Mid,Medium,Yes,No,No,Good,Medium,1
6522,31,Female,2,Education,3836,Fair,Medium,High,0,No,88,Associate Degree,Single,3,Entry,Large,No,No,Yes,Good,Medium,0
18669,27,Male,6,Finance,10281,Good,High,Average,0,No,86,Associate Degree,Single,3,Mid,Small,Yes,No,Yes,Good,Medium,1
14401,25,Female,2,Media,6475,Poor,Low,Average,1,No,21,Associate Degree,Married,2,Entry,Medium,No,No,No,Good,Medium,0
66318,50,Male,14,Technology,5683,Excellent,High,Average,1,Yes,80,High School,Married,0,Entry,Medium,No,No,Yes,Poor,High,0
36578,54,Male,18,Healthcare,7637,Fair,Medium,High,2,No,99,Master’s Degree,Married,0,Entry,Medium,No,No,No,Fair,High,0
70197,59,Male,16,Finance,8184,Poor,High,High,1,Yes,77,High School,Married,0,Entry,Medium,No,No,No,Good,Low,1
49587,37,Male,18,Media,6417,Excellent,High,Average,0,Yes,97,Master’s Degree,Married,0,Senior,Medium,No,No,No,Good,Medium,1
54834,57,Male,37,Media,5964,Fair,Low,Below Average,0,No,70,Master’s Degree,Single,1,Mid,Medium,No,No,Yes,Good,Low,0
49870,58,Male,4,Technology,10344,Fair,Very High,Average,1,Yes,88,Bachelor’s Degree,Divorced,0,Senior,Large,No,No,No,Fair,Low,0
10253,50,Female,32,Healthcare,7779,Fair,Very High,Average,0,No,62,Bachelor’s Degree,Single,4,Entry,Large,Yes,No,No,Excellent,Low,0
70194,59,Male,15,Media,5897,Good,High,Low,2,No,48,Associate Degree,Single,0,Senior,Medium,No,No,No,Good,Low,1
29550,29,Male,5,Healthcare,7255,Excellent,Medium,Average,0,Yes,49,PhD,Married,1,Mid,Large,No,No,No,Fair,Medium,1
18404,50,Male,1,Education,4793,Fair,Very High,Average,1,No,3,Bachelor’s Degree,Divorced,0,Entry,Small,No,No,No,Good,Low,0
55143,36,Female,10,Education,4721,Good,High,Average,1,No,78,Bachelor’s Degree,Divorced,0,Entry,Medium,No,No,Yes,Fair,Medium,0
8662,56,Female,12,Education,5662,Good,High,Average,2,No,53,High School,Married,2,Senior,Small,No,No,No,Poor,High,1
10781,59,Female,11,Technology,7694,Good,High,Below Average,1,No,20,Associate Degree,Single,5,Senior,Medium,Yes,No,No,Fair,Low,1
18874,45,Male,9,Education,3835,Good,High,Average,3,No,33,Associate Degree,Married,2,Mid,Small,Yes,No,No,Poor,High,1
4160,59,Female,25,Healthcare,6322,Good,Very High,Average,2,No,77,Bachelor’s Degree,Married,5,Mid,Large,No,No,No,Good,High,0
1241,43,Female,1,Healthcare,8125,Poor,Medium,Below Average,3,No,62,Bachelor’s Degree,Married,2,Mid,Medium,Yes,No,No,Good,Low,1
42936,58,Male,36,Finance,4986,Excellent,Medium,Below Average,1,Yes,76,Master’s Degree,Married,4,Entry,Medium,Yes,No,No,Fair,High,0
33322,56,Female,29,Finance,8880,Fair,High,Below Average,0,Yes,69,Master’s Degree,Divorced,0,Entry,Large,No,No,No,Poor,High,0
31485,24,Female,4,Education,4891,Good,Low,High,0,No,35,Bachelor’s Degree,Married,3,Senior,Medium,No,No,Yes,Fair,High,1
53482,28,Male,7,Media,5983,Fair,Very High,Average,0,Yes,95,Associate Degree,Divorced,0,Entry,Medium,No,No,No,Fair,Medium,0
22969,50,Female,16,Finance,6629,Fair,Medium,Average,0,No,8,Associate Degree,Single,0,Senior,Medium,No,No,No,Good,High,0
30592,52,Male,5,Education,3973,Excellent,High,Average,0,No,44,Bachelor’s Degree,Married,1,Entry,Medium,No,No,No,Good,Medium,0
32298,57,Male,30,Technology,8183,Poor,Very High,Average,0,No,73,Bachelor’s Degree,Married,4,Mid,Medium,No,No,Yes,Good,High,0
65851,32,Male,14,Media,6948,Good,High,Average,0,No,37,Master’s Degree,Single,1,Entry,Small,No,Yes,No,Poor,Medium,0
41796,51,Male,15,Healthcare,8074,Fair,High,Average,2,No,86,Master’s Degree,Married,5,Entry,Large,Yes,No,No,Fair,Medium,1
62498,30,Male,7,Healthcare,9539,Fair,High,Average,1,Yes,39,Master’s Degree,Married,3,Mid,Large,Yes,No,No,Good,Low,1
42298,59,Female,32,Technology,10003,Poor,High,Low,2,No,51,Master’s Degree,Single,0,Entry,Medium,Yes,Yes,No,Fair,Medium,0
5222,54,Male,18,Education,4944,Poor,High,Average,1,Yes,51,Bachelor’s Degree,Single,1,Entry,Medium,Yes,No,No,Good,Low,0
13096,31,Male,6,Education,3281,Good,Medium,Below Average,0,Yes,95,PhD,Divorced,3,Mid,Medium,Yes,No,No,Good,Low,1
57153,35,Male,1,Healthcare,7862,Good,High,High,0,No,45,Master’s Degree,Married,4,Mid,Small,No,No,No,Good,Very High,1
19390,29,Male,10,Technology,10111,Good,High,Average,1,No,5,Associate Degree,Married,4,Entry,Large,No,No,No,Good,Medium,1
28722,37,Female,13,Technology,11053,Fair,Low,High,2,No,67,Master’s Degree,Single,0,Mid,Medium,No,No,Yes,Good,Low,0
9960,42,Female,19,Finance,10417,Poor,Very High,Below Average,0,No,81,High School,Single,1,Entry,Large,No,No,No,Good,Low,0
48383,45,Male,26,Education,4749,Excellent,Low,High,1,Yes,2,Master’s Degree,Married,4,Entry,Small,No,No,No,Excellent,Medium,1
71436,34,Female,11,Education,5031,Poor,High,Average,0,No,59,Associate Degree,Single,1,Entry,Medium,No,No,No,Poor,High,0
26485,30,Female,4,Technology,9967,Excellent,High,High,0,No,13,Bachelor’s Degree,Married,1,Senior,Small,Yes,Yes,Yes,Fair,Low,1
40750,38,Female,3,Healthcare,7532,Good,High,Average,2,Yes,2,Bachelor’s Degree,Married,1,Mid,Small,Yes,No,No,Fair,High,1
55694,55,Female,20,Healthcare,6542,Excellent,Medium,Average,2,Yes,99,Master’s Degree,Divorced,0,Mid,Medium,No,No,No,Good,High,1
3064,32,Male,12,Education,4659,Good,High,High,0,No,52,Associate Degree,Married,1,Senior,Medium,No,No,No,Good,Low,1
41054,29,Female,4,Education,6801,Fair,Very High,Average,2,No,36,Bachelor’s Degree,Married,3,Entry,Large,Yes,No,No,Fair,Very High,1
18307,41,Male,16,Healthcare,7970,Poor,High,Average,0,No,39,Associate Degree,Single,4,Entry,Medium,No,No,No,Good,Medium,1
20727,42,Female,19,Finance,9070,Good,High,Average,2,No,48,Master’s Degree,Divorced,1,Senior,Medium,No,No,Yes,Good,Medium,1
15081,53,Male,19,Education,5306,Good,Medium,Average,0,No,5,PhD,Married,4,Entry,Medium,No,No,Yes,Good,Low,1
72679,52,Male,8,Education,4674,Fair,Medium,Low,0,Yes,17,Associate Degree,Divorced,0,Mid,Medium,No,No,No,Poor,Medium,0
57991,59,Female,30,Finance,6004,Fair,Very High,Average,0,No,56,Bachelor’s Degree,Married,3,Mid,Medium,No,No,Yes,Poor,Low,0
31292,46,Female,14,Technology,6452,Good,High,Average,0,No,41,Master’s Degree,Married,1,Mid,Large,No,No,No,Good,Medium,1
40467,59,Female,14,Education,3898,Excellent,Very High,Average,0,No,29,High School,Married,0,Mid,Medium,No,No,No,Good,Low,0
50708,32,Female,1,Technology,9041,Excellent,Medium,Average,0,Yes,79,High School,Married,1,Mid,Small,No,No,No,Good,Medium,1
32174,57,Male,24,Media,6343,Excellent,Very High,Average,2,No,90,Associate Degree,Single,1,Entry,Small,No,No,No,Good,Medium,0
71079,30,Female,12,Finance,8653,Excellent,High,Average,1,No,19,Associate Degree,Single,3,Mid,Large,Yes,No,No,Excellent,Medium,1
2150,35,Female,15,Technology,9240,Good,Medium,Average,0,Yes,5,Bachelor’s Degree,Divorced,1,Mid,Medium,No,No,Yes,Fair,Low,1
57160,35,Female,10,Education,5691,Fair,Very High,High,0,Yes,48,Bachelor’s Degree,Single,2,Entry,Medium,No,No,No,Poor,High,0
1527,32,Male,3,Healthcare,8495,Good,High,Average,2,Yes,29,Bachelor’s Degree,Married,1,Entry,Medium,No,No,No,Good,Medium,0
41060,43,Male,12,Technology,13233,Excellent,Medium,Below Average,2,Yes,46,Bachelor’s Degree,Divorced,0,Senior,Medium,No,No,Yes,Poor,Low,1
16502,41,Female,6,Healthcare,8738,Fair,High,Average,1,Yes,6,Bachelor’s Degree,Single,1,Entry,Medium,No,No,No,Good,Low,0
34106,25,Male,2,Technology,10973,Fair,High,Low,0,No,57,Bachelor’s Degree,Married,0,Entry,Medium,Yes,No,No,Poor,Low,0
10038,24,Male,3,Education,4425,Excellent,High,Average,0,Yes,55,Bachelor’s Degree,Married,0,Mid,Large,No,No,No,Fair,Low,1
14590,39,Male,7,Media,5429,Good,High,Average,0,No,2,High School,Married,3,Mid,Large,No,No,No,Good,Medium,1
4765,40,Female,2,Healthcare,8482,Poor,High,High,0,Yes,7,Master’s Degree,Married,0,Entry,Medium,No,No,No,Good,High,0
40703,28,Male,1,Media,6129,Poor,High,Average,2,No,55,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Excellent,Very High,1
5358,33,Male,4,Healthcare,8295,Excellent,Medium,Average,4,No,15,Associate Degree,Married,1,Mid,Medium,No,No,No,Good,Medium,1
43509,34,Male,8,Healthcare,7746,Good,High,Average,0,No,50,Master’s Degree,Single,0,Senior,Small,Yes,No,No,Poor,Low,1
53300,49,Male,3,Education,3785,Good,High,Average,2,No,98,Bachelor’s Degree,Married,0,Mid,Large,No,No,No,Good,Medium,1
37729,48,Male,2,Education,3886,Excellent,High,High,1,No,66,Associate Degree,Married,1,Entry,Large,Yes,No,No,Good,Low,1
25013,43,Male,11,Finance,10136,Poor,High,High,1,Yes,72,Bachelor’s Degree,Single,0,Senior,Medium,No,No,No,Good,Medium,1
10002,53,Male,5,Education,5039,Good,Medium,Average,2,No,93,Bachelor’s Degree,Single,2,Entry,Medium,Yes,No,No,Good,High,1
66086,53,Female,12,Education,3597,Good,High,Average,2,No,99,Bachelor’s Degree,Single,0,Mid,Medium,No,No,No,Good,Medium,0
12254,38,Female,14,Media,5701,Good,Medium,High,0,No,75,Associate Degree,Married,2,Mid,Large,No,No,No,Good,Low,1
44143,26,Female,4,Healthcare,8889,Good,High,Average,2,No,58,Master’s Degree,Married,3,Senior,Medium,No,No,No,Excellent,Medium,1
48108,55,Female,18,Media,6553,Good,Medium,Average,0,No,82,Associate Degree,Married,2,Entry,Small,No,No,No,Fair,Low,0
65538,36,Male,18,Media,5130,Excellent,Low,High,3,No,99,Bachelor’s Degree,Single,1,Mid,Medium,No,No,Yes,Poor,Low,0
72332,50,Female,14,Healthcare,5746,Poor,High,Average,0,No,70,Master’s Degree,Single,1,Mid,Medium,No,No,No,Fair,Low,0
56689,48,Male,5,Education,4357,Good,High,Average,0,No,7,High School,Married,2,Mid,Medium,No,No,No,Good,High,0
54050,52,Male,34,Technology,8877,Fair,Medium,High,0,No,72,Bachelor’s Degree,Divorced,2,Senior,Medium,No,No,Yes,Good,Low,1
3227,44,Male,21,Technology,7715,Excellent,Very High,Average,3,Yes,67,High School,Married,2,Mid,Medium,No,No,No,Excellent,Low,1
72212,45,Male,18,Education,3376,Good,Very High,Average,0,No,82,Bachelor’s Degree,Single,1,Mid,Medium,No,No,No,Good,Low,0
22324,58,Female,19,Media,5952,Good,Low,Average,1,No,78,Associate Degree,Single,1,Senior,Medium,No,No,No,Excellent,Low,0
14463,47,Female,10,Technology,8441,Poor,High,Average,2,No,71,High School,Single,1,Mid,Large,No,No,No,Good,Low,1
35087,48,Female,29,Media,6746,Fair,High,High,1,Yes,79,Associate Degree,Married,3,Mid,Medium,No,No,No,Excellent,High,1
9133,47,Male,26,Education,5972,Good,Very High,Average,0,No,99,Bachelor’s Degree,Married,2,Mid,Large,No,No,No,Good,Low,1
54171,30,Male,4,Media,5886,Good,High,High,2,No,39,Bachelor’s Degree,Single,0,Mid,Medium,No,No,No,Fair,Low,0
18083,33,Female,8,Finance,10313,Poor,High,High,1,Yes,97,High School,Single,4,Senior,Medium,No,No,No,Excellent,Low,0
71947,28,Male,7,Finance,6648,Fair,High,Average,1,No,18,PhD,Married,1,Mid,Small,Yes,No,No,Excellent,Low,1
2346,39,Female,21,Education,4051,Excellent,High,Average,1,No,81,Associate Degree,Single,1,Mid,Medium,No,No,No,Fair,Medium,1
36108,40,Male,8,Technology,5680,Fair,High,Average,0,No,44,Bachelor’s Degree,Single,5,Mid,Medium,No,No,No,Poor,High,0
63014,29,Male,6,Education,3609,Fair,Low,Average,2,No,35,Bachelor’s Degree,Single,4,Mid,Small,No,No,No,Good,Medium,0
6287,33,Male,8,Media,6586,Excellent,Very High,Below Average,1,No,70,Associate Degree,Single,0,Senior,Medium,No,No,No,Good,Medium,1
29868,40,Female,1,Healthcare,8458,Poor,Low,Below Average,0,No,3,Associate Degree,Married,0,Mid,Small,No,No,No,Fair,High,0
27858,56,Female,32,Education,4362,Excellent,Medium,Average,2,No,47,Bachelor’s Degree,Single,2,Mid,Small,No,No,Yes,Poor,Low,0
47115,54,Male,9,Technology,9483,Poor,High,Low,1,Yes,27,PhD,Married,0,Mid,Medium,No,No,No,Good,High,1
49698,55,Female,37,Technology,8805,Excellent,High,Average,0,No,92,Associate Degree,Married,1,Entry,Small,No,No,Yes,Good,High,0
66652,42,Male,10,Media,5535,Fair,High,Below Average,0,No,55,Master’s Degree,Married,1,Mid,Medium,No,No,No,Good,Low,1
43220,40,Male,22,Healthcare,10051,Poor,High,Below Average,2,No,90,High School,Single,3,Mid,Medium,No,Yes,No,Good,High,1
46045,53,Female,33,Technology,9531,Good,Medium,Below Average,1,No,83,Associate Degree,Married,1,Entry,Small,No,No,No,Good,Low,1
56381,34,Female,16,Healthcare,9176,Excellent,High,High,3,No,41,High School,Married,3,Entry,Medium,No,No,No,Poor,Medium,1
2276,34,Male,9,Media,5527,Good,Medium,High,2,No,7,Associate Degree,Married,0,Senior,Medium,No,No,No,Good,Very High,1
23250,50,Male,27,Technology,9160,Fair,High,High,0,No,41,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Good,Medium,0
24652,29,Female,5,Technology,8085,Good,High,Average,1,No,27,Bachelor’s Degree,Married,3,Senior,Large,No,No,No,Fair,Low,1
51842,44,Female,25,Education,3632,Fair,High,High,1,Yes,52,High School,Divorced,4,Mid,Small,No,No,No,Poor,Medium,0
30246,43,Female,23,Technology,8841,Excellent,High,Average,0,No,22,Associate Degree,Single,3,Entry,Medium,No,No,No,Poor,High,0
48568,44,Female,4,Finance,7731,Good,High,Below Average,0,No,17,Associate Degree,Divorced,1,Entry,Medium,No,No,No,Fair,Low,0
38672,37,Male,12,Healthcare,7720,Good,Very High,Average,0,No,56,Master’s Degree,Divorced,1,Senior,Large,No,No,No,Good,Low,1
43623,44,Female,16,Technology,10040,Fair,Low,Average,0,Yes,93,PhD,Single,3,Mid,Large,Yes,No,Yes,Good,High,1
312,58,Male,3,Education,3761,Good,High,High,1,Yes,39,Bachelor’s Degree,Single,0,Entry,Large,No,No,No,Excellent,Low,0
73513,29,Male,9,Media,5430,Good,High,Average,2,No,16,Master’s Degree,Married,3,Senior,Medium,Yes,No,No,Good,Medium,1
65171,32,Male,14,Media,5350,Good,High,Below Average,0,No,85,High School,Single,1,Senior,Medium,Yes,No,No,Good,Low,1
41697,31,Female,13,Healthcare,7272,Fair,High,Average,0,No,64,Master’s Degree,Single,1,Mid,Large,No,No,No,Poor,Medium,0
22857,33,Female,3,Healthcare,7626,Good,Very High,Average,0,No,43,Bachelor’s Degree,Single,5,Mid,Large,No,No,No,Good,Medium,0
28063,46,Female,12,Healthcare,7893,Good,Medium,Below Average,0,No,16,Associate Degree,Married,4,Entry,Medium,No,No,No,Good,Low,0
19399,34,Male,7,Media,4956,Poor,High,High,0,Yes,67,Bachelor’s Degree,Single,4,Senior,Medium,No,No,No,Good,High,1
19636,30,Female,3,Technology,9852,Fair,High,High,3,No,73,Bachelor’s Degree,Married,2,Entry,Large,No,No,No,Poor,Medium,0
47361,34,Male,6,Healthcare,8133,Fair,Low,Average,2,Yes,46,Master’s Degree,Divorced,0,Entry,Medium,No,No,No,Good,High,0
7600,43,Female,1,Healthcare,7402,Fair,High,Average,0,No,97,Associate Degree,Single,0,Mid,Medium,No,No,Yes,Good,High,0
15860,59,Male,23,Finance,12223,Good,Medium,Average,1,No,36,High School,Married,1,Mid,Small,No,No,No,Excellent,Medium,0
54195,43,Male,13,Education,4562,Excellent,Low,High,2,No,87,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Good,Very High,1
25971,46,Female,20,Technology,8479,Good,Low,Average,0,No,57,Bachelor’s Degree,Married,0,Entry,Medium,No,No,No,Fair,Low,0
9883,37,Male,2,Healthcare,7342,Good,Very High,Below Average,0,Yes,76,Associate Degree,Married,4,Mid,Medium,No,No,No,Poor,Low,0
6402,49,Male,16,Healthcare,7384,Fair,High,Average,1,No,18,Associate Degree,Married,2,Mid,Medium,No,No,No,Good,Low,1
29732,56,Male,22,Healthcare,8230,Good,Low,Below Average,1,Yes,63,PhD,Divorced,1,Entry,Medium,No,No,No,Good,Medium,1
26434,33,Male,11,Technology,10652,Excellent,High,Average,1,No,37,Associate Degree,Married,1,Entry,Small,No,No,No,Poor,High,0
73310,43,Female,18,Healthcare,9568,Excellent,High,High,0,No,99,Bachelor’s Degree,Single,0,Mid,Medium,No,No,Yes,Good,Low,0
71174,47,Female,25,Media,6310,Good,Very High,High,1,Yes,44,Master’s Degree,Married,2,Mid,Medium,No,No,No,Good,Low,1
40607,57,Female,34,Technology,6699,Poor,High,Average,0,Yes,43,Bachelor’s Degree,Single,5,Entry,Medium,No,No,No,Fair,Medium,0
28754,32,Male,2,Finance,4241,Fair,High,Average,0,No,23,Associate Degree,Married,5,Senior,Medium,No,No,No,Good,Low,1
20997,19,Female,1,Media,6715,Fair,Medium,Average,1,Yes,17,Master’s Degree,Married,4,Mid,Small,No,No,No,Poor,Low,1
68237,38,Male,10,Healthcare,5975,Poor,High,High,0,No,34,Associate Degree,Single,3,Entry,Small,No,No,No,Good,Low,1
59076,39,Female,8,Education,4975,Excellent,High,Average,0,Yes,20,Master’s Degree,Divorced,1,Mid,Medium,No,No,No,Good,Medium,1
439,36,Male,5,Technology,6872,Poor,High,Below Average,0,No,88,Associate Degree,Married,0,Mid,Small,No,No,No,Fair,Low,0
12705,31,Male,9,Technology,10822,Fair,Very High,Low,1,No,62,Bachelor’s Degree,Single,1,Entry,Large,No,No,No,Excellent,Low,0
6741,56,Female,10,Technology,13739,Good,High,Average,0,No,74,Associate Degree,Divorced,1,Entry,Medium,No,No,Yes,Poor,Low,0
14811,25,Female,6,Media,6409,Poor,Very High,Average,0,No,66,Associate Degree,Single,4,Entry,Large,No,No,Yes,Good,Low,0
1322,40,Male,6,Finance,9267,Good,High,Average,1,No,21,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Poor,Low,0
28986,36,Male,7,Education,3247,Excellent,High,Average,0,No,49,Associate Degree,Married,0,Entry,Small,No,No,No,Good,High,1
68683,43,Female,19,Healthcare,9377,Good,Low,High,0,No,46,High School,Married,1,Mid,Medium,No,No,No,Fair,Very High,1
59715,47,Male,4,Education,3720,Fair,Medium,Average,0,No,22,Bachelor’s Degree,Married,1,Senior,Large,No,No,No,Fair,High,1
17573,43,Female,12,Healthcare,9244,Good,High,Average,1,No,95,Associate Degree,Married,0,Senior,Medium,Yes,No,No,Good,Low,1
61736,30,Female,1,Finance,8009,Good,High,Below Average,1,No,87,Associate Degree,Married,1,Mid,Medium,No,No,No,Good,Low,1
56392,59,Male,35,Healthcare,8422,Fair,Low,Average,0,Yes,92,Bachelor’s Degree,Single,3,Senior,Medium,No,No,No,Excellent,Medium,0
31454,44,Male,2,Technology,8092,Fair,Low,Average,0,No,43,High School,Married,4,Mid,Medium,No,No,No,Good,Low,1
39968,43,Male,18,Healthcare,7679,Fair,Low,High,1,No,65,Bachelor’s Degree,Divorced,1,Senior,Medium,No,No,No,Fair,Medium,0
14783,56,Female,31,Education,3993,Poor,High,Low,2,No,95,Master’s Degree,Single,0,Entry,Medium,No,No,No,Good,High,0
44508,56,Female,37,Education,4218,Fair,High,Average,1,Yes,94,High School,Single,1,Entry,Large,Yes,No,Yes,Fair,Low,0
